id,hate_feature,categories
7091664,managementrelated issue,Other
7091664,running support,Other
7091704,longer moderation,Other
7091704,past moderation,Other
7091704,public platform,Other
7091704,platform offer,Other
7091704,marketing promotion,Other
7091704,promotion opportunity,Other
7091704,necessary level,Other
7091704,level platform,Other
7091704,define priority,Other
7091704,additional resource,Info
7091704,resource startup,Info
7091704,startup size,Other
7091704,size stage,Other
7091704,stage team,Other
7091704,team allocate,Other
7091704,allocate platform,Other
7091989,improve work,Other
7091989,work system,Other
7092306,see person,Other
7092306,person role,Other
7092306,role person,Other
7092306,looking product,Other
7092514,hard increase,Other
7092514,increase usability,Other
7092514,usability everything,Other
7092514,everything platform,Other
7092927,restriction content,Other
7092927,related licensing,Other
7094073,mind marketing,Other
7094073,marketing solution,Other
7094073,marketing material,Other
7094073,material customer,Other
7094073,customer express,Other
7094073,thing guess,Other
7094073,nt change,Other
7094073,want change,Other
7094503,algorithm change,Other
7094503,grid change,Other
7094503,ranking change,Other
7094503,difficult track,Other
7094503,keep track,Other
7094503,track thing,Other
7094503,thing perform,Other
7094503,csm team,Other
7094503,keeping date,Other
7094503,change thing,Other
7094503,ability control,Other
7094503,control datanew,Other
7094503,datanew account,Other
7094503,account move,Other
7094503,move hubspot,Other
7094503,hubspot integration,Other
7094503,current shape,Other
7094503,shape integration,Other
7094503,integration bit,Other
7094620,nt mention,Other
7094620,mention anything,Other
7094620,team support,Other
7094620,answer question,Other
7094728,marketing solution,Other
7094730,mind functionality,Other
7095067,translate traffic,Other
7095067,traffic company,Other
7095067,company website,Other
7095413,specific appreciate,Other
7095413,integrability salescustomer,Other
7095413,tech stack,Other
7095413,stack connector,Other
7095413,manual mapping,Other
7095413,mapping contact,Other
7095432,take age,Other
7095432,age impatient,Other
7097274,room context,Other
7097274,context lead,social
7099064,market presence,Other
7099064,emphasis number,Other
7099064,number employee,Other
7099064,employee company,Other
7099064,quality product,Info
7099064,product service,Other
7099064,contrary company,Other
7099064,small company,Other
7099064,fewer employee,Other
7099064,big company,Other
7102303,paid version,Other
7102303,enthusiasm company,Other
7102303,company example,Other
7102303,nt see,Other
7102303,concerning intent,Other
7102303,intent data,Other
7102303,paid promotion,Other
7102303,promotion ad,Other
7102303,ad category,Other
7102303,spot competitor,Other
7102303,nt experience,Info
7102303,nt traffic,Other
7102644,intent data,Other
7102644,irrelevant number,Other
7102644,seems number,Other
7102644,number issue,Other
7102644,past month,Other
7102644,several month,Other
7102644,month dashboard,Other
7102644,dashboard nt,Other
7102644,nt work,Other
7102644,inconsistent data,Other
7102644,icpvertical data,Other
7102644,provides data,Other
7102644,irrelevant company,Other
7102644,company cause,Other
7102644,cause issue,Other
7102644,abm strategy,Other
7102644,customer successrelationship,security
7102644,successrelationship team,security
7102644,unhelpful platform,Other
7102644,litle platform,Other
7102644,promise issue,Other
7102644,follow issue,Other
7102644,relationship manager,security
7102916,moderated week,Other
7103000,calculates market,Other
7103000,market presence,Other
7103000,scoring bit,Other
7103000,blurry position,Other
7103000,influence position,Other
7103000,grid score,Other
7103000,score position,Other
7103000,grid day,Other
7103000,vary day,Other
7103000,day day,Other
7103886,hard revenue,roi
7103886,attribute revenue,roi
7103886,revenue product,roi
7103886,product company,Other
7103886,believe make,Other
7103886,make sense,Other
7103886,holistic marketing,Other
7103886,marketing approach,Other
7105388,communicating delivers,Other
7108353,tricky sense,Other
7108353,larger organisation,Other
7108353,benefit area,Other
7108353,impact area,Other
7108353,area business,Other
7108353,reflected case,Other
7108353,minimal presence,Other
7115139,support team,Other
7115139,slow respond,Other
7115139,received response,Other
7115139,response relationship,security
7115139,relationship manager,security
7115139,way something,Other
7115139,actioned category,Other
7115139,meet criterion,Other
7115139,included report,Other
7115139,missing benefit,Info
7115164,way product,Other
7115898,pricing pricy,Other
7115898,pricy nt,Other
7115898,lacking capacity,needs
7118969,future project,Other
7119054,clumsy product,Other
7119054,ranking system,Other
7119054,data date,Other
7119054,date request,Other
7119054,request update,Other
7119054,specialist work,Other
7119054,annoying robot,Other
7119054,robot assistant,Other
7119054,assistant vendor,Other
7119054,vendor account,Other
7119054,account pop,Other
7123216,market presence,Other
7123829,overall marketing,Other
7123829,marketing presence,Other
7123829,presence score,Other
7124004,content result,Other
7124004,result possibility,Other
7124004,object decision,Other
7124004,decision moderation,Other
7124004,moderation team,Other
7124004,transparent company,Other
7124166,different service,Other
7124166,refine category,Other
7124716,lead generation,social
7124716,generation opportunity,Other
7127190,start buyer,Other
7127190,buyer intent,Other
7127190,intent data,Other
7127190,nonexistent part,Other
7127190,big part,Other
7127190,part lead,social
7127190,lead generation,social
7127190,generation strategy,Other
7127190,strategy visibility,Other
7127190,visibility visit,Other
7127190,visit profile,Other
7127190,server error,Other
7127190,using site,Other
7127190,daily customer,Other
7127190,minimum help,Other
7127190,resolve issue,Other
7127589,upload screendump,Other
7127589,order place,Other
7127746,missing level,Info
7127746,level experience,Info
7127746,specific product,Other
7127812,possibility list,Other
7127812,list product,Other
7127812,supported category,Other
7132388,think value,needs
7132388,value discussion,needs
7132388,discussion section,Other
7132388,section vendor,Other
7132388,vendor perspective,Other
7132388,category match,Other
7132388,nt match,Other
7132388,match software,tools and tech
7132388,tool category,tools and tech
7132388,category competitor,Other
7132388,overlapping feature,Info
7136979,paid package,Other
7136979,costly europe,cost
7136979,firm europe,Other
7136979,central europe,Other
7136979,usefulness feature,Info
7138811,hard incentivize,Other
7138811,difficult access,Other
7138811,find bit,Other
7145880,additional feature,Info
7145880,nt comment,Other
7145880,aspect clearer,Other
7145880,ui clearer,Other
7145880,clearer picky,Other
7145951,guarantee product,Other
7145951,product position,Other
7146576,premium package,Other
7146882,longer find,Other
7146882,tricky find,Other
7146882,anonymous customer,Other
7146882,specific customer,Other
7147074,vague reason,Other
7147074,reason reconsideration,Other
7147074,approval procesess,Other
7147296,tracking link,Other
7147296,link result,Other
7147369,subject moment,Other
7148208,capability demand,needs
7148208,corresponding csm,Other
7148208,longer comparison,Other
7148208,comparison tool,tools and tech
7148208,eg campaign,Other
7148208,campaign setup,Other
7148208,charging account,Other
7150345,way matter,Other
7150345,matter grid,Other
7150345,saas service,Other
7150345,service leader,social
7150345,quadrant spot,Other
7150345,spot challenge,Other
7150345,saas service,Other
7150345,service niche,Other
7150345,niche product,Other
7150345,product offering,Other
7150345,offering service,Other
7150345,service expertise,Other
7150345,difficult maintain,Other
7150345,maintain climb,Other
7150345,user company,Other
7150530,user interface,needs
7150530,hard tab,Other
7150530,hard report,Other
7150530,click report,Other
7150530,find report,Other
7150530,opened day,Other
7151560,unclear algorithm,Other
7151560,algorithm market,Other
7151560,market presence,Other
7151560,category ranking,Other
7151733,pricey startup,cost
7151733,startup offering,Other
7153589,complain everything,Other
7153589,everything look,Other
7153589,implementation til,Other
7154141,currency future,Other
7164670,small company,Other
7164670,difficult emphasis,Other
7164670,big emphasis,Other
7164670,emphasis number,Other
7164670,included report,Other
7166899,account rep,Other
7167020,nt customer,Other
7167020,implemented customer,Other
7167020,customer support,Other
7167020,support team,Other
7167021,difficult track,Other
7167021,influence deal,Other
7167021,deal data,Other
7167021,helpful react,Other
7167708,easier form,Other
7167708,overall tool,tools and tech
7167737,way market,Other
7167737,market presence,Other
7167737,presence score,Other
7167737,calculated work,Other
7167737,work work,Other
7167737,work work,Other
7167737,value buyer,needs
7167737,buyer intent,Other
7167737,intent result,Other
7167737,generic cost,cost
7169142,online site,Other
7169142,site ton,Other
7169142,helpful information,Info
7169142,information menu,Info
7169142,menu navigation,Other
7169142,navigation name,Other
7169142,name submenu,Other
7169142,easiest log,Other
7169142,navigate log,Other
7169142,take bit,Other
7184476,hesitant share,Other
7184797,layout structure,Other
7184797,structure information,Info
7184797,information admin,Info
7184797,admin section,Other
7184797,clarity quicker,Other
7184797,quicker access,Other
7185301,campaign gift,Other
7185301,gift card,Other
7185301,card bonus,Other
7185301,nt work,Other
7186446,overall tool,tools and tech
7186446,limitation information,Info
7186446,pushed platform,Other
7186446,platform hubspot,Other
7186446,improvement work,Other
7186453,qualified lead,social
7186453,profile nt,Other
7186453,nt convert,Other
7186990,spring mind,Other
7187666,nt downside,Other
7187666,using fraction,Other
7187666,fraction tool,tools and tech
7187666,problem end,Other
7187666,tool way,tools and tech
7187666,confusing way,needs
7197276,business rank,Other
7197276,rank catagories,Other
7197276,match comparison,Other
7197276,apple apple,Other
7197276,apple skews,Other
7197462,geobased see,Other
7197462,filtering see,Other
7197462,see service,Other
7197462,service availability,Other
7197462,location pricing,Other
7197462,pricing conversion,Other
7198406,nt something,Other
7198406,specific criterion,Other
7198406,regarding category,Other
7198406,see competitor,Other
7198406,category impact,Other
7198406,impact analytics,Other
7202115,take bit,Other
7202115,utilize tool,tools and tech
7202115,tool team,tools and tech
7202206,think anything,Other
7204896,think moment,Other
7206440,set campaign,Other
7207945,process datacontact,Other
7207945,datacontact submission,Other
7208348,negative allocation,Info
7208348,allocation fund,Other
7208348,fund landing,Other
7208348,landing page,landing and other pages
7208348,intuitive someone,Other
7208348,miss fact,Other
7208348,fact fund,Other
7208357,admin panel,Other
7208357,bug problem,Info
7208357,remain month,Other
7208547,month period,Other
7208547,period partner,Other
7208547,nt count,Other
7208547,count report,Other
7208547,report release,Other
7208637,downside marketing,Other
7208637,marketing solution,Other
7208637,need create,Other
7208637,create account,Other
7208637,questionnaire bit,Other
7208750,difficult pay,Other
7208760,entire quarter,Other
7208760,solution team,Other
7208760,team support,Other
7208760,stage building,Other
7208760,plenty reason,Other
7208760,continue building,Other
7208760,building relationship,security
7209240,personal dashboard,Other
7209240,ux nt,Other
7209240,intuitive nt,Other
7209240,learn navigate,Other
7209545,workflow take,Other
7209545,set client,Other
7212456,intent data,Other
7212456,category le,Other
7212456,fewer visit,Other
7212456,visit intent,Other
7212456,intent data,Other
7216281,bit pricy,Other
7216281,lead gen,social
7216281,gen option,Other
7216281,option need,Other
7216383,think thing,Other
7216383,tracking link,Other
7216383,link team,Other
7216383,team everything,Other
7223916,helpful help,Other
7223916,looking help,Other
7225052,want way,Other
7225052,way segment,Other
7225052,segment data,Other
7225052,data buyer,Other
7225052,buyer intent,Other
7225052,intent signalsnotifications,Other
7225052,tag thing,Other
7225052,thing b2b,Other
7225052,b2b b2c,Other
7225052,move segmenting,Other
7225052,segmenting data,Other
7230213,nt mention,Other
7230213,mention anything,Other
7230213,minor issue,Other
7230213,ux issue,Other
7230213,web dashboard,Other
7230213,dashboard nt,Other
7231459,see algorithm,Other
7231459,grid report,Other
7231459,market presence,Other
7231459,happening market,Other
7231459,data point,Other
7231459,point report,Other
7231613,tool ask,tools and tech
7242063,client bit,Other
7242063,change way,Other
7242063,ask question,Other
7242863,short amount,Other
7243072,paid campaign,Other
7243072,depth insight,Other
7243072,visiting page,landing and other pages
7244261,impossible professional,Other
7248049,fact data,Other
7248049,small campaign,Other
7248049,used campaign,Other
7250291,nt anything,Other
7250570,think anything,Other
7250570,solid platform,Other
7250570,platform round,Other
7251300,moderated week,Other
7252472,scope platform,Other
7252472,nt information,Info
7252472,mean information,Info
7252472,different area,Other
7252472,area platform,Other
7255648,reducing frequency,Other
7258203,expensive buyer,cost
7258203,buyer intent,Other
7258203,intent data,Other
7261477,tie place,Other
7261477,multiple place,security
7261477,place position,Other
7261477,difficult create,Other
7261477,create marketing,Other
7261477,marketing strategy,Other
7261546,business plan,Other
7261546,plan price,cost
7261546,price bit,cost
7261546,complex customer,Other
7261546,beginning customer,Other
7261546,explaining follow,Other
7261646,user interface,needs
7261646,find thing,Other
7261646,frontend backend,Other
7261646,backend need,Other
7261646,need improvement,Other
7261693,transparency category,Other
7261693,category helpful,Other
7262262,invitation campaign,Other
7262262,file customer,Other
7262262,customer list,Other
7262262,advance price,cost
7262262,price content,cost
7262262,content package,Other
7262262,package bit,Other
7262262,company need,Other
7262558,inform customer,Info
7262558,little fault,Other
7262558,else fault,Other
7262558,fault platform,Other
7263429,profile page,landing and other pages
7263429,page way,landing and other pages
7263429,audience company,Other
7263668,bit program,tools and tech
7263668,overhead program,tools and tech
7263668,running program,tools and tech
7263668,program profile,tools and tech
7263808,nt complaint,Other
7263808,complaint mark,Other
7263808,mark henry,Other
7263808,helpful feature,Info
7263808,grip feature,Info
7263820,teething issue,Other
7263820,hard track,Other
7263820,track lead,social
7263820,buyer intent,Other
7263820,indicative inmarket,Other
7263820,inmarket opportunity,Other
7263845,process end,Other
7263845,end customer,Other
7263845,customer submit,Other
7263845,lengthy contract,Other
7263845,offputting contract,Other
7263845,side thing,Other
7263845,complex benefit,Other
7263845,need benefit,Other
7264830,think functionality,Other
7268013,mind service,Other
7268236,want make,Other
7268834,extract data,Other
7268834,current plan,Other
7268902,nt anything,Other
7268902,platform thing,Other
7268902,insight buyer,Other
7268902,buyer intent,Other
7268902,intent feature,Info
7268902,extra cost,cost
7269533,intent data,Other
7269533,data zoominfo,Info
7269533,requires package,Other
7269608,make site,Other
7274157,small improvement,Other
7274157,admin site,Other
7274157,nt challenge,Other
7274157,saas company,Other
7274761,buyer intent,Other
7274761,intent data,Other
7274761,data salesforce,Other
7274761,salesforce integration,Other
7274761,integration nt,Other
7274761,nt work,Other
7283030,option edit,Other
7283030,edit information,Info
7283030,information company,Info
7283672,cant anything,Other
7283672,think anything,Other
7296379,user mention,Other
7296379,mention name,Other
7296379,send notification,Other
7296379,improve prefer,Other
7296379,prefer reach,Other
7296379,plan case,Other
7296379,mitigation plan,Other
7296379,generate link,Other
7296379,personal link,Other
7296379,csm jatin,Other
7296379,jatin chaudhari,Other
7296379,scheduled report,Other
7327661,deadline award,Other
7327661,small medium,Other
7327661,medium business,Other
7327661,short amount,Other
7333501,lose traction,Other
7333501,traction competitor,Other
7333501,nt ton,Other
7333501,add ton,Other
7333501,incremental value,needs
7333501,value marketing,needs
7333501,marketing activity,Other
7441467,salesforce appexchange,Other
7441640,nt anything,Other
7441640,negative experience,Info
7450059,nt insight,Other
7450059,helpful insight,Other
7450059,insight competition,Other
7450826,provide bit,Other
7450826,context extent,Other
7450826,extent transparency,Other
7451385,transparency thing,Other
7451385,calculated everything,Other
7451385,public thing,Other
7451385,create strategy,Other
7456035,le desire,Other
7456035,desire game,Other
7456035,game system,Other
7456035,feel position,Other
7456035,position grid,Other
7456035,algorithm nt,Other
7456035,representation market,Other
7456035,market share,Other
7456035,share perception,Other
7456035,algorithm profile,Other
7456035,potential profile,Other
7456185,difficult buyer,Other
7456185,buyer intent,Other
7456185,intent data,Other
7456185,data integration,Other
7456185,running support,Other
7456185,support team,Other
7456185,walk question,Other
7456185,question everything,Other
7456185,responsive regard,Other
7456185,customize campaign,Other
7456185,campaign email,social
7456185,sending campaign,Other
7456185,campaign end,Other
7456185,global company,Other
7456185,company difficulty,Other
7456185,difficulty customer,Other
7456185,trust site,Other
7456185,site visibility,Other
7483181,bug adminui,Info
7771175,standardized process,Other
7771175,process business,Other
7771175,specific deal,Other
7771175,deal size,Other
7771175,size sale,Other
7771175,sale cycle,Other
7771175,internal capacity,Other
7771175,capacity etc,Other
7771382,based company,Other
7771382,company base,Other
7771382,individual base,Other
7790878,portal page,landing and other pages
7790878,little page,landing and other pages
7790878,slow page,landing and other pages
7790878,becaus page,landing and other pages
7790878,graphical page,landing and other pages
7790878,required design,Other
7853817,expensive cost,cost
7853817,believe cost,cost
7853817,make sense,Other
7880060,need support,Other
7880060,receive solution,Other
7929995,cover wider,Other
7929995,wider range,Other
7929995,range software,tools and tech
7929995,confuse feedback,Other
7929995,decision trustworthy,Other
7929995,trustworthy software,tools and tech
7940827,marketing solution,Other
7940827,solution website,Other
7940827,overall everything,Other
7971836,correct solution,Other
7971836,nt something,Other
8101866,system rate,Other
8101866,rate score,Other
8101866,score nt,Other
8101866,make sense,Other
8101866,sense user,Other
8101866,nt tell,Other
8188707,platform allinone,Other
8188707,allinone marketing,Other
8188707,marketing solution,Other
8188707,lesser downside,Other
8188707,delete option,Other
8188707,feasible selection,Other
8225997,affordable pricing,Other
8225997,pricing plan,Other
8562297,negative mention,Info
8562297,freedom discover,Other
8562297,wide variety,Other
8562297,variety product,Other
8562297,informed decision,Info
8574413,grid report,Other
8574413,make bit,Other
8574413,exclusive report,Other
8574413,difficult report,Other
8578291,imbed sale,Other
8578291,sale process,Other
8578792,ability integrate,Other
8578792,integrate cam,Other
8578792,cam intent,Other
8578792,intent data,Other
8579454,used brazil,Other
8579454,brazil therefore,Other
8579454,nt work,Other
8638518,ranking buyer,Other
8638518,buyer intent,Other
8638518,intent integration,Other
8638518,integration hubspot,Other
8709447,inital amount,Other
8709447,begin lakh,Other
8709447,lakh rupee,Other
8709447,small startup,Other
8791821,extensive take,Other
8791821,thing work,Other
8791821,advantage feature,Info
8791821,analytics bit,Other
8791821,bit mystery,Other
8808059,listing company,Other
8808059,company category,Other
8974453,setting bar,Other
8974453,bar peer,Other
8975098,badge report,tools and tech
8975292,rejected appeal,Other
8975292,appeal process,Other
8975292,process way,Other
8975292,way company,Other
8975333,moderation process,Other
8975333,rejected process,Other
8975333,lengthy annoying,Other
8975333,overall annoying,Other
8975344,janky write,Other
8975344,write justify,Other
8975344,justify category,Other
8975344,explain category,Other
8975344,nt category,Other
8975344,underneath category,Other
8975344,needed explain,Other
8975344,explain longform,Other
8975344,identified competitor,Other
8975344,category monty,Other
8975344,talking monty,Other
8975344,recognize product,Other
8975344,product category,Other
8975344,provided page,landing and other pages
8975344,unrelated market,Other
8975344,market segment,Other
8975344,nt access,Other
8975344,structured database,tools and tech
8975344,database information,Info
8975344,lack company,needs
8975344,company category,Other
8975344,initial traction,Other
8975344,signed contract,Other
8975344,someone nt,Other
8975344,user brand,Other
8975344,pageviews tell,landing and other pages
8975344,tell folk,Other
8975344,subscribed brand,Other
8975344,brand push,Other
8975344,updated information,Info
8975344,passing interest,Other
9004930,platform excels,Other
9004930,identifying purchase,Other
9004930,purchase intent,Other
9004930,valuable decision,Other
9004930,insight decision,Other
9004930,strategic decision,Other
9043231,responsive question,Other
9043231,question concern,Other
9078668,call feature,Info
9078668,eg granularity,Info
9078668,granularity slack,Info
9078668,slack notification,needs
9078668,essential slack,needs
9078668,slack notification,needs
9122785,sort question,Other
9122785,question concern,Other
9144447,functionality uncover,Other
9144460,due structure,Other
9144460,organizational structure,Other
9144460,structure priority,Other
9144460,content integration,Other
9144460,paying subscription,security
9144460,subscription fee,security
9144460,challeging justify,Other
9144460,justify expense,cost
9144490,team spend,Other
9144490,game changer,Other
9144588,market presence,Other
9144588,reporting need,needs
9144588,intent audience,Other
9144588,audience add,Other
9144588,esential subscription,security
9144698,want promote,Other
9144698,promote performance,Other
9144698,difficult spend,Other
9144698,additional spend,Other
9144698,spend content,Other
9144698,content subscription,security
9144746,productbased approach,Other
9144746,pose challenge,Other
9144746,challenge business,Other
9144746,multiple product,security
9144746,product customer,Other
9144746,overarching brand,Other
9144746,specific product,Other
9144746,individual product,Other
9144750,different piece,Other
9144750,piece manage,Other
9144777,product ecosystem,Other
9144777,experience limitation,Info
9144777,multiple product,security
9144777,product page,landing and other pages
9144777,depending subscription,security
9144777,category nt,Other
9144777,product offer,Other
9144777,poorly position,Other
9144777,position company,Other
9144777,ai product,Other
9144777,product tool,tools and tech
9144777,tool emerge,tools and tech
9144777,keep pace,Other
9144777,corresponding category,Other
9144853,expensive access,cost
9144853,hard measure,Other
9144853,measure roi,roi
9144919,grid report,Other
9144919,paid content,Other
9144919,content subscription,security
9145252,found disadvantage,Other
9147709,challange grow,Other
9147709,requires investment,Other
9147709,presence platform,Other
9148570,simpleness question,Other
9148570,quality feedback,Info
9148570,response customer,Other
9148665,way capture,Other
9148665,additonal lead,social
9148665,lead platform,social
9148665,ie ppc,Other
9148665,ppc program,tools and tech
9149151,volume recency,Other
9149151,emphasis quality,Info
9149151,content marketing,Other
9149151,marketing team,Other
9149151,difficult marketer,Other
9149151,strike balance,Other
9149151,quality quantity,Info
9149151,quantity respond,Other
9149151,taking advantage,Other
9149151,offer marketing,Other
9149151,marketing team,Other
9149151,team today,Other
9149175,hard find,Other
9149175,somewhere fall,Other
9149175,short thing,Other
9149175,marketing asset,social
9149175,asset vendor,social
9149175,portal html,Other
9149175,embed code,Other
9149175,jpeg reach,Other
9149175,form reach,Other
9149175,reach csm,Other
9150722,put effort,Other
9150722,effort result,Other
9150803,program run,tools and tech
9151555,downside investment,Other
9151555,ton value,needs
9154233,compared platform,Other
9154233,lead generation,social
9154233,generation campaign,Other
9154843,control question,Other
9155545,learn feature,Info
9155545,feature utizile,Info
9156674,suite profile,Other
9156674,profile badge,tools and tech
9156674,grid promote,Other
9159026,downside experience,Info
9159026,competitor category,Other
9159026,robust report,Other
9159026,marketing piece,Other
9160066,biggest concern,Other
9160066,lead rate,social
9160066,converting rate,Other
9160066,rate convert,Other
9160066,convert pity,Other
9160066,modulated strategy,Other
9160066,strategy hope,Other
9160066,hope trend,Other
9160066,trend stay,Other
9160299,enough granularity,Info
9160299,signal ie,Other
9160299,ie property,Other
9160299,commercial property,Other
9160299,property management,Other
9160307,robust platform,Other
9160324,approval process,Other
9160324,process bit,Other
9160324,rigid appreciate,Other
9160324,appreciate ability,Other
9160324,end peer,Other
9160324,peer insight,Other
9160324,insight platform,Other
9162053,see company,Other
9162053,company feature,Info
9162053,position category,Other
9162053,category league,Other
9162053,table eg,Other
9162053,portal eg,Other
9162053,ranked company,Other
9163770,le quality,Info
9163770,quality authenticity,Info
9167134,thing note,Other
9167134,enough weight,Other
9169312,integration capability,Other
9169312,essential subscription,security
9169312,tier subscription,security
9171341,thing nt,Other
9171341,lead nt,social
9171464,difficult badge,tools and tech
9171464,content badge,tools and tech
9171464,quarterly badge,tools and tech
9171464,update badge,tools and tech
9171464,biannual badge,tools and tech
9171464,badge release,tools and tech
9171464,release calendar,Other
9171749,unfortunate bit,Other
9171749,guite bit,Other
9171749,bad actor,Other
9171749,actor slip,security
9171749,ur experience,Info
9171749,granted experience,Info
9171749,bad actor,Other
9171749,actor vendor,Other
9171749,incentivized ask,Other
9171769,current downside,Other
9171769,downside admin,Other
9171769,larger marketing,Other
9171769,marketing team,Other
9171769,smaller run,Other
9171769,run issue,Other
9171780,marketing solution,Other
9171780,solution marketing,Other
9171780,marketing technique,Other
9171780,nt meet,Other
9171780,meet goal,Other
9172342,different incentive,Other
9172342,incentive option,Other
9172342,donation pubsec,Other
9172342,finserv client,Other
9172342,strict guideline,Other
9172342,accepting gift,Other
9175382,believe limitation,Other
9175382,due privacy,security
9175382,privacy consideration,security
9175382,consideration contactlevel,Other
9175382,preferable list,Other
9175382,accountlevelcompany list,Other
9175382,level buying,Other
9175382,buying activity,Other
9175382,activity intent,Other
9175382,customize ie,Other
9175382,ie x,Other
9175382,x visit,Other
9175382,x visit,Other
9175382,least number,Other
9175382,number product,Other
9175382,profile category,Other
9179611,productcompany presence,Other
9179611,presence market,Other
9181442,thing feel,Other
9181442,helpful process,Other
9181442,easier process,Other
9181442,client nt,Other
9181442,want sign,Other
9181442,sign create,Other
9181442,create account,Other
9181442,account issue,Other
9181554,organization campaign,Other
9181554,le product,Other
9181554,impactful product,Other
9181554,nt category,Other
9181554,defined category,Other
9181554,difficult rise,Other
9181554,rise noise,Other
9181554,noise broader,Other
9181554,broader category,Other
9181559,taking advantage,Other
9181846,marketing solution,Other
9181846,pick category,Other
9181846,category product,Other
9181846,product fall,Other
9182339,identified experience,Info
9182339,marketing solution,Other
9182540,le product,Other
9182540,strict product,Other
9182540,lighter side,Other
9182540,side content,Other
9182540,content perspective,Other
9185072,recommend everyone,Other
9187672,encountered anything,Other
9194957,easier way,Other
9194957,way export,Other
9194957,csv question,Other
9194957,question overview,Other
9202903,stronger management,Other
9202903,senior management,Other
9202903,management leadership,social
9202903,leadership organization,social
9202903,organization capture,Other
9202903,capture voice,Other
9207335,biggest downside,Other
9207335,nonsubscribed product,Other
9207335,skews rating,Other
9207335,annual option,Other
9207335,biannual option,Other
9207335,option vendor,Other
9207335,vendor load,Other
9207335,load fund,Other
9207335,fund adhoc,Other
9207335,collection campaign,Other
9207335,vendor pay,Other
9207335,entire subscription,security
9207335,sourcing campaign,Other
9207335,nt quality,Info
9207335,highest quality,Info
9207335,simple middle,Other
9207335,middle ground,Other
9207335,ground intricateness,Other
9207335,tech issue,Other
9207335,vendor switching,Other
9207335,portal switching,Other
9207335,subscribed product,Other
9207335,nonsubscribed product,Other
9207335,subscribed product,Other
9207335,subscribed product,Other
9207335,product info,Info
9207335,begin display,Other
9207335,nonsubscribed product,Other
9207335,refresh page,landing and other pages
9207335,page navigate,landing and other pages
9207335,subscribed product,Other
9207335,view resume,Other
9228440,deeper insight,Other
9228440,competitive analysis,Other
9228440,compring page,landing and other pages
9228440,page rank,landing and other pages
9232379,potential downside,Other
9232379,downside cost,cost
9232379,cost service,cost
9232379,concern business,Other
9232379,return investment,Other
9232379,initial investment,Other
9232595,nt something,Other
9232595,find something,Other
9237121,lead generation,social
9237121,generation option,Other
9237121,heard colleague,Other
9237137,hard navigate,Other
9237137,expensive marketer,cost
9237137,small business,Other
9237137,business startup,Other
9237137,product service,Other
9237137,convert lead,social
9237137,paying customer,Other
9237137,different expectation,Other
9237137,competitive stand,Other
9237137,software vendor,tools and tech
9237137,market solution,Other
9237137,ranking rating,Other
9237564,solution la,Other
9237564,la carte,Other
9237564,carte versus,Other
9237564,tier gain,Other
9237564,gain access,Other
9237564,access solution,Other
9239658,marketing solution,Other
9246899,update creation,Other
9246899,creation filter,Other
9246899,filter data,Other
9308289,american search,tools and tech
9308289,giant search,tools and tech
9308289,technical approach,Other
9308289,harder user,Other
9308289,le familiarity,Other
9308289,familiarity business,Other
9308289,business software,tools and tech
9460993,appreciate tool,tools and tech
9473115,nt mention,Other
9473115,finish recommendation,Other
9473115,tiny thing,Other
9473115,little thing,Other
9473115,change company,Other
9473115,company description,security
9473651,paid software,tools and tech
9473651,ask question,Other
9473651,make field,Other
