id,hate_feature
7091704,marketing promotion
7091704,promotion opportunity
7091704,necessary level
7091704,level platform
7091704,define priority
7091704,additional resource
7091704,resource startup
7091704,startup size
7091704,size stage
7091704,stage team
7091704,team allocate
7091704,allocate platform
7091989,improve work
7091989,work system
7092306,see person
7092306,person role
7092306,role person
7092306,looking product
7092514,hard increase
7092514,increase usability
7092514,usability everything
7092514,everything platform
7092927,restriction content
7092927,related licensing
7094073,mind marketing
7094073,marketing solution
7094073,marketing material
7094073,material customer
7094073,customer express
7094073,thing guess
7094073,nt change
7094073,want change
7094503,algorithm change
7094503,grid change
7094503,ranking change
7094503,difficult track
7094503,keep track
7094503,track thing
7094503,thing perform
7094503,csm team
7094503,keeping date
7094503,change thing
7094503,ability control
7094503,control datanew
7094503,datanew account
7094503,account move
7094503,move hubspot
7094503,hubspot integration
7094503,current shape
7094503,shape integration
7094503,integration bit
7094620,nt mention
7094620,mention anything
7094620,team support
7094620,answer question
7094728,marketing solution
7094730,mind functionality
7095067,translate traffic
7095067,traffic company
7095067,company website
7095413,specific appreciate
7095413,integrability salescustomer
7095413,tech stack
7095413,stack connector
7095413,manual mapping
7095413,mapping contact
7095432,take age
7095432,age impatient
7097274,room context
7097274,context lead
7099064,market presence
7099064,emphasis number
7099064,number employee
7099064,employee company
7099064,quality product
7099064,product service
7099064,contrary company
7099064,small company
7099064,fewer employee
7099064,big company
7102303,paid version
7102303,enthusiasm company
7102303,company example
7102303,nt see
7102303,concerning intent
7102303,intent data
7102303,paid promotion
7102303,promotion ad
7102303,ad category
7102303,spot competitor
7102303,nt experience
7102303,nt traffic
7102644,intent data
7102644,irrelevant number
7102644,seems number
7102644,number issue
7102644,past month
7102644,several month
7102644,month dashboard
7102644,dashboard nt
7102644,nt work
7102644,inconsistent data
7102644,icpvertical data
7102644,provides data
7102644,irrelevant company
7102644,company cause
7102644,cause issue
7102644,abm strategy
7102644,customer successrelationship
7102644,successrelationship team
7102644,unhelpful platform
7102644,litle platform
7102644,promise issue
7102644,follow issue
7102644,relationship manager
7102916,moderated week
7103000,calculates market
7103000,market presence
7103000,scoring bit
7103000,blurry position
7103000,influence position
7103000,grid score
7103000,score position
7103000,grid day
7103000,vary day
7103000,day day
7103886,hard revenue
7103886,attribute revenue
7103886,revenue product
7103886,product company
7103886,believe make
7103886,make sense
7103886,holistic marketing
7103886,marketing approach
7105388,communicating delivers
7108353,tricky sense
7108353,larger organisation
7108353,benefit area
7108353,impact area
7108353,area business
7108353,reflected case
7108353,minimal presence
7115139,support team
7115139,slow respond
7115139,received response
7115139,response relationship
7115139,relationship manager
7115139,way something
7115139,actioned category
7115139,meet criterion
7115139,included report
7115139,missing benefit
7115164,way product
7115898,pricing pricy
7115898,pricy nt
7115898,lacking capacity
7118969,future project
7119054,clumsy product
7119054,ranking system
7119054,data date
7119054,date request
7119054,request update
7119054,specialist work
7119054,annoying robot
7119054,robot assistant
7119054,assistant vendor
7119054,vendor account
7119054,account pop
7123216,market presence
7123829,overall marketing
7123829,marketing presence
7123829,presence score
7124004,content result
7124004,result possibility
7124004,object decision
7124004,decision moderation
7124004,moderation team
7124004,transparent company
7124166,different service
7124166,refine category
7124716,lead generation
7124716,generation opportunity
7127190,start buyer
7127190,buyer intent
7127190,intent data
7127190,nonexistent part
7127190,big part
7127190,part lead
7127190,lead generation
7127190,generation strategy
7127190,strategy visibility
7127190,visibility visit
7127190,visit profile
7127190,server error
7127190,using site
7127190,daily customer
7127190,minimum help
7127190,resolve issue
7127589,upload screendump
7127589,order place
7127746,missing level
7127746,level experience
7127746,specific product
7127812,possibility list
7127812,list product
7127812,supported category
7132388,think value
7132388,value discussion
7132388,discussion section
7132388,section vendor
7132388,vendor perspective
7132388,category match
7132388,nt match
7132388,match software
7132388,tool category
7132388,category competitor
7132388,overlapping feature
7136979,paid package
7136979,costly europe
7136979,firm europe
7136979,central europe
7136979,usefulness feature
7138811,hard incentivize
7138811,difficult access
7138811,find bit
7145880,additional feature
7145880,nt comment
7145880,aspect clearer
7145880,ui clearer
7145880,clearer picky
7145951,guarantee product
7145951,product position
7146576,premium package
7146882,longer find
7146882,tricky find
7146882,anonymous customer
7146882,specific customer
7147074,vague reason
7147074,reason reconsideration
7147074,approval procesess
7147296,tracking link
7147296,link result
7147369,subject moment
7148208,capability demand
7148208,corresponding csm
7148208,longer comparison
7148208,comparison tool
7148208,eg campaign
7148208,campaign setup
7148208,charging account
7150345,way matter
7150345,matter grid
7150345,saas service
7150345,service leader
7150345,quadrant spot
7150345,spot challenge
7150345,saas service
7150345,service niche
7150345,niche product
7150345,product offering
7150345,offering service
7150345,service expertise
7150345,difficult maintain
7150345,maintain climb
7150345,user company
7150530,user interface
7150530,hard tab
7150530,hard report
7150530,click report
7150530,find report
7150530,opened day
7151560,unclear algorithm
7151560,algorithm market
7151560,market presence
7151560,category ranking
7151733,pricey startup
7151733,startup offering
7153589,complain everything
7153589,everything look
7153589,implementation til
7154141,currency future
7164670,small company
7164670,difficult emphasis
7164670,big emphasis
7164670,emphasis number
7164670,included report
7166899,account rep
7167020,nt customer
7167020,implemented customer
7167020,customer support
7167020,support team
7167021,difficult track
7167021,influence deal
7167021,deal data
7167021,helpful react
7167708,easier form
7167708,overall tool
7167737,way market
7167737,market presence
7167737,presence score
7167737,calculated work
7167737,work work
7167737,work work
7167737,value buyer
7167737,buyer intent
7167737,intent result
7167737,generic cost
7169142,online site
7169142,site ton
7169142,helpful information
7169142,information menu
7169142,menu navigation
7169142,navigation name
7169142,name submenu
7169142,easiest log
7169142,navigate log
7169142,take bit
7184476,hesitant share
7184797,layout structure
7184797,structure information
7184797,information admin
7184797,admin section
7184797,clarity quicker
7184797,quicker access
7185301,campaign gift
7185301,gift card
7185301,card bonus
7185301,nt work
7186446,overall tool
7186446,limitation information
7186446,pushed platform
7186446,platform hubspot
7186446,improvement work
7186453,qualified lead
7186453,profile nt
7186453,nt convert
7186990,spring mind
7187666,nt downside
7187666,using fraction
7187666,fraction tool
7187666,problem end
7187666,tool way
7187666,confusing way
7197276,business rank
7197276,rank catagories
7197276,match comparison
7197276,apple apple
7197276,apple skews
7197462,geobased see
7197462,filtering see
7197462,see service
7197462,service availability
7197462,location pricing
7197462,pricing conversion
7198406,nt something
7198406,specific criterion
7198406,regarding category
7198406,see competitor
7198406,category impact
7198406,impact analytics
7202115,take bit
7202115,utilize tool
7202115,tool team
7202206,think anything
7204896,think moment
7206440,set campaign
7207945,process datacontact
7207945,datacontact submission
7208348,negative allocation
7208348,allocation fund
7208348,fund landing
7208348,landing page
7208348,intuitive someone
7208348,miss fact
7208348,fact fund
7208357,admin panel
7208357,bug problem
7208357,remain month
7208547,month period
7208547,period partner
7208547,nt count
7208547,count report
7208547,report release
7208637,downside marketing
7208637,marketing solution
7208637,need create
7208637,create account
7208637,questionnaire bit
7208750,difficult pay
7208760,entire quarter
7208760,solution team
7208760,team support
7208760,stage building
7208760,plenty reason
7208760,continue building
7208760,building relationship
7209240,personal dashboard
7209240,ux nt
7209240,intuitive nt
7209240,learn navigate
7209545,workflow take
7209545,set client
7212456,intent data
7212456,category le
7212456,fewer visit
7212456,visit intent
7212456,intent data
7216281,bit pricy
7216281,lead gen
7216281,gen option
7216281,option need
7216383,think thing
7216383,tracking link
7216383,link team
7216383,team everything
7223916,helpful help
7223916,looking help
7225052,want way
7225052,way segment
7225052,segment data
7225052,data buyer
7225052,buyer intent
7225052,intent signalsnotifications
7225052,tag thing
7225052,thing b2b
7225052,b2b b2c
7225052,move segmenting
7225052,segmenting data
7230213,nt mention
7230213,mention anything
7230213,minor issue
7230213,ux issue
7230213,web dashboard
7230213,dashboard nt
7231459,see algorithm
7231459,grid report
7231459,market presence
7231459,happening market
7231459,data point
7231459,point report
7231613,tool ask
7242063,client bit
7242063,change way
7242063,ask question
7242863,short amount
7243072,paid campaign
7243072,depth insight
7243072,visiting page
7244261,impossible professional
7248049,fact data
7248049,small campaign
7248049,used campaign
7250291,nt anything
7250570,think anything
7250570,solid platform
7250570,platform round
7251300,moderated week
7252472,scope platform
7252472,nt information
7252472,mean information
7252472,different area
7252472,area platform
7255648,reducing frequency
7258203,expensive buyer
7258203,buyer intent
7258203,intent data
7261477,tie place
7261477,multiple place
7261477,place position
7261477,difficult create
7261477,create marketing
7261477,marketing strategy
7261546,business plan
7261546,plan price
7261546,price bit
7261546,complex customer
7261546,beginning customer
7261546,explaining follow
7261646,user interface
7261646,find thing
7261646,frontend backend
7261646,backend need
7261646,need improvement
7261693,transparency category
7261693,category helpful
7262262,invitation campaign
7262262,file customer
7262262,customer list
7262262,advance price
7262262,price content
7262262,content package
7262262,package bit
7262262,company need
7262558,inform customer
7262558,little fault
7262558,else fault
7262558,fault platform
7263429,profile page
7263429,page way
7263429,audience company
7263668,bit program
7263668,overhead program
7263668,running program
7263668,program profile
7263808,nt complaint
7263808,complaint mark
7263808,mark henry
7263808,helpful feature
7263808,grip feature
7263820,teething issue
7263820,hard track
7263820,track lead
7263820,buyer intent
7263820,indicative inmarket
7263820,inmarket opportunity
7263845,process end
7263845,end customer
7263845,customer submit
7263845,lengthy contract
7263845,offputting contract
7263845,side thing
7263845,complex benefit
7263845,need benefit
7264830,think functionality
7268013,mind service
7268236,want make
7268834,extract data
7268834,current plan
7268902,nt anything
7268902,platform thing
7268902,insight buyer
7268902,buyer intent
7268902,intent feature
7268902,extra cost
7269533,intent data
7269533,data zoominfo
7269533,requires package
7269608,make site
7274157,small improvement
7274157,admin site
7274157,nt challenge
7274157,saas company
7274761,buyer intent
7274761,intent data
7274761,data salesforce
7274761,salesforce integration
7274761,integration nt
7274761,nt work
7283030,option edit
7283030,edit information
7283030,information company
7283672,cant anything
7283672,think anything
7296379,user mention
7296379,mention name
7296379,send notification
7296379,improve prefer
7296379,prefer reach
7296379,plan case
7296379,mitigation plan
7296379,generate link
7296379,personal link
7296379,csm jatin
7296379,jatin chaudhari
7296379,scheduled report
7327661,deadline award
7327661,small medium
7327661,medium business
7327661,short amount
7333501,lose traction
7333501,traction competitor
7333501,nt ton
7333501,add ton
7333501,incremental value
7333501,value marketing
7333501,marketing activity
7441467,salesforce appexchange
7441640,nt anything
7441640,negative experience
7450059,nt insight
7450059,helpful insight
7450059,insight competition
7450826,provide bit
7450826,context extent
7450826,extent transparency
7451385,transparency thing
7451385,calculated everything
7451385,public thing
7451385,create strategy
7456035,le desire
7456035,desire game
7456035,game system
7456035,feel position
7456035,position grid
7456035,algorithm nt
7456035,representation market
7456035,market share
7456035,share perception
7456035,algorithm profile
7456035,potential profile
7456185,difficult buyer
7456185,buyer intent
7456185,intent data
7456185,data integration
7456185,running support
7456185,support team
7456185,walk question
7456185,question everything
7456185,responsive regard
7456185,customize campaign
7456185,campaign email
7456185,sending campaign
7456185,campaign end
7456185,global company
7456185,company difficulty
7456185,difficulty customer
7456185,trust site
7456185,site visibility
7483181,bug adminui
7771175,standardized process
7771175,process business
7771175,specific deal
7771175,deal size
7771175,size sale
7771175,sale cycle
7771175,internal capacity
7771175,capacity etc
7771382,based company
7771382,company base
7771382,individual base
7790878,portal page
7790878,little page
7790878,slow page
7790878,becaus page
7790878,graphical page
7790878,required design
7853817,expensive cost
7853817,believe cost
7853817,make sense
7880060,need support
7880060,receive solution
7929995,cover wider
7929995,wider range
7929995,range software
7929995,confuse feedback
7929995,decision trustworthy
7929995,trustworthy software
7940827,marketing solution
7940827,solution website
7940827,overall everything
7971836,correct solution
7971836,nt something
8101866,system rate
8101866,rate score
8101866,score nt
8101866,make sense
8101866,sense user
8101866,nt tell
8188707,platform allinone
8188707,allinone marketing
8188707,marketing solution
8188707,lesser downside
8188707,delete option
8188707,feasible selection
8225997,affordable pricing
8225997,pricing plan
8562297,negative mention
8562297,freedom discover
8562297,wide variety
8562297,variety product
8562297,informed decision
8574413,grid report
8574413,make bit
8574413,exclusive report
8574413,difficult report
8578291,imbed sale
8578291,sale process
8578792,ability integrate
8578792,integrate cam
8578792,cam intent
8578792,intent data
8579454,used brazil
8579454,brazil therefore
8579454,nt work
8638518,ranking buyer
8638518,buyer intent
8638518,intent integration
8638518,integration hubspot
8709447,inital amount
8709447,begin lakh
8709447,lakh rupee
8709447,small startup
8791821,extensive take
8791821,thing work
8791821,advantage feature
8791821,analytics bit
8791821,bit mystery
8808059,listing company
8808059,company category
8974453,setting bar
8974453,bar peer
8975098,badge report
8975292,rejected appeal
8975292,appeal process
8975292,process way
8975292,way company
8975333,moderation process
8975333,rejected process
8975333,lengthy annoying
8975333,overall annoying
8975344,janky write
8975344,write justify
8975344,justify category
8975344,explain category
8975344,nt category
8975344,underneath category
8975344,needed explain
8975344,explain longform
8975344,identified competitor
8975344,category monty
8975344,talking monty
8975344,recognize product
8975344,product category
8975344,provided page
8975344,unrelated market
8975344,market segment
8975344,nt access
8975344,structured database
8975344,database information
8975344,lack company
8975344,company category
8975344,initial traction
8975344,signed contract
8975344,someone nt
8975344,user brand
8975344,pageviews tell
8975344,tell folk
8975344,subscribed brand
8975344,brand push
8975344,updated information
8975344,passing interest
9004930,platform excels
9004930,identifying purchase
9004930,purchase intent
9004930,valuable decision
9004930,insight decision
9004930,strategic decision
9043231,responsive question
9043231,question concern
9078668,call feature
9078668,eg granularity
9078668,granularity slack
9078668,slack notification
9078668,essential slack
9078668,slack notification
9122785,sort question
9122785,question concern
9144447,functionality uncover
9144460,due structure
9144460,organizational structure
9144460,structure priority
9144460,content integration
9144460,paying subscription
9144460,subscription fee
9144460,challeging justify
9144460,justify expense
9144490,team spend
9144490,game changer
9144588,market presence
9144588,reporting need
9144588,intent audience
9144588,audience add
9144588,esential subscription
9144698,want promote
9144698,promote performance
9144698,difficult spend
9144698,additional spend
9144698,spend content
9144698,content subscription
9144746,productbased approach
9144746,pose challenge
9144746,challenge business
9144746,multiple product
9144746,product customer
9144746,overarching brand
9144746,specific product
9144746,individual product
9144750,different piece
9144750,piece manage
9144777,product ecosystem
9144777,experience limitation
9144777,multiple product
9144777,product page
9144777,depending subscription
9144777,category nt
9144777,product offer
9144777,poorly position
9144777,position company
9144777,ai product
9144777,product tool
9144777,tool emerge
9144777,keep pace
9144777,corresponding category
9144853,expensive access
9144853,hard measure
9144853,measure roi
9144919,grid report
9144919,paid content
9144919,content subscription
9145252,found disadvantage
9147709,challange grow
9147709,requires investment
9147709,presence platform
9148570,simpleness question
9148570,quality feedback
9148570,response customer
9148665,way capture
9148665,additonal lead
9148665,lead platform
9148665,ie ppc
9148665,ppc program
9149151,volume recency
9149151,emphasis quality
9149151,content marketing
9149151,marketing team
9149151,difficult marketer
9149151,strike balance
9149151,quality quantity
9149151,quantity respond
9149151,taking advantage
9149151,offer marketing
9149151,marketing team
9149151,team today
9149175,hard find
9149175,somewhere fall
9149175,short thing
9149175,marketing asset
9149175,asset vendor
9149175,portal html
9149175,embed code
9149175,jpeg reach
9149175,form reach
9149175,reach csm
9150722,put effort
9150722,effort result
9150803,program run
9151555,downside investment
9151555,ton value
9154233,compared platform
9154233,lead generation
9154233,generation campaign
9154843,control question
9155545,learn feature
9155545,feature utizile
9156674,suite profile
9156674,profile badge
9156674,grid promote
9159026,downside experience
9159026,competitor category
9159026,robust report
9159026,marketing piece
9160066,biggest concern
9160066,lead rate
9160066,converting rate
9160066,rate convert
9160066,convert pity
9160066,modulated strategy
9160066,strategy hope
9160066,hope trend
9160066,trend stay
9160299,enough granularity
9160299,signal ie
9160299,ie property
9160299,commercial property
9160299,property management
9160307,robust platform
9160324,approval process
9160324,process bit
9160324,rigid appreciate
9160324,appreciate ability
9160324,end peer
9160324,peer insight
9160324,insight platform
9162053,see company
9162053,company feature
9162053,position category
9162053,category league
9162053,table eg
9162053,portal eg
9162053,ranked company
9163770,le quality
9163770,quality authenticity
9167134,thing note
9167134,enough weight
9169312,integration capability
9169312,essential subscription
9169312,tier subscription
9171341,thing nt
9171341,lead nt
9171464,difficult badge
9171464,content badge
9171464,quarterly badge
9171464,update badge
9171464,biannual badge
9171464,badge release
9171464,release calendar
9171749,unfortunate bit
9171749,guite bit
9171749,bad actor
9171749,actor slip
9171749,ur experience
9171749,granted experience
9171749,bad actor
9171749,actor vendor
9171749,incentivized ask
9171769,current downside
9171769,downside admin
9171769,larger marketing
9171769,marketing team
9171769,smaller run
9171769,run issue
9171780,marketing solution
9171780,solution marketing
9171780,marketing technique
9171780,nt meet
9171780,meet goal
9172342,different incentive
9172342,incentive option
9172342,donation pubsec
9172342,finserv client
9172342,strict guideline
9172342,accepting gift
9175382,believe limitation
9175382,due privacy
9175382,privacy consideration
9175382,consideration contactlevel
9175382,preferable list
9175382,accountlevelcompany list
9175382,level buying
9175382,buying activity
9175382,activity intent
9175382,customize ie
9175382,ie x
9175382,x visit
9175382,x visit
9175382,least number
9175382,number product
9175382,profile category
9179611,productcompany presence
9179611,presence market
9181442,thing feel
9181442,helpful process
9181442,easier process
9181442,client nt
9181442,want sign
9181442,sign create
9181442,create account
9181442,account issue
9181554,organization campaign
9181554,le product
9181554,impactful product
9181554,nt category
9181554,defined category
9181554,difficult rise
9181554,rise noise
9181554,noise broader
9181554,broader category
9181559,taking advantage
9181846,marketing solution
9181846,pick category
9181846,category product
9181846,product fall
9182339,identified experience
9182339,marketing solution
9182540,le product
9182540,strict product
9182540,lighter side
9182540,side content
9182540,content perspective
9185072,recommend everyone
9187672,encountered anything
9194957,easier way
9194957,way export
9194957,csv question
9194957,question overview
9202903,stronger management
9202903,senior management
9202903,management leadership
9202903,leadership organization
9202903,organization capture
9202903,capture voice
9207335,biggest downside
9207335,nonsubscribed product
9207335,skews rating
9207335,annual option
9207335,biannual option
9207335,option vendor
9207335,vendor load
9207335,load fund
9207335,fund adhoc
9207335,collection campaign
9207335,vendor pay
9207335,entire subscription
9207335,sourcing campaign
9207335,nt quality
9207335,highest quality
9207335,simple middle
9207335,middle ground
9207335,ground intricateness
9207335,tech issue
9207335,vendor switching
9207335,portal switching
9207335,subscribed product
9207335,nonsubscribed product
9207335,subscribed product
9207335,subscribed product
9207335,product info
9207335,begin display
9207335,nonsubscribed product
9207335,refresh page
9207335,page navigate
9207335,subscribed product
9207335,view resume
9228440,deeper insight
9228440,competitive analysis
9228440,compring page
9228440,page rank
9232379,potential downside
9232379,downside cost
9232379,cost service
9232379,concern business
9232379,return investment
9232379,initial investment
9232595,nt something
9232595,find something
9237121,lead generation
9237121,generation option
9237121,heard colleague
9237137,hard navigate
9237137,expensive marketer
9237137,small business
9237137,business startup
9237137,product service
9237137,convert lead
9237137,paying customer
9237137,different expectation
9237137,competitive stand
9237137,software vendor
9237137,market solution
9237137,ranking rating
9237564,solution la
9237564,la carte
9237564,carte versus
9237564,tier gain
9237564,gain access
9237564,access solution
9239658,marketing solution
9246899,update creation
9246899,creation filter
9246899,filter data
9308289,american search
9308289,giant search
9308289,technical approach
9308289,harder user
9308289,le familiarity
9308289,familiarity business
9308289,business software
9460993,appreciate tool
9473115,nt mention
9473115,finish recommendation
9473115,tiny thing
9473115,little thing
9473115,change company
9473115,company description
9473651,paid software
9473651,ask question
9473651,make field
